id,question,answer,source
3463,What are the symptoms of Fusarium wilt in tomato plants?,"The first symptom of Fusarium wilt is clearing of the veinlets and chlorosis of the leaves. Younger leaves may die in succession, and the entire plant may wilt and die within a few days. Symptoms in young plants include clearing of veinlets and dropping of petioles. In the field, yellowing of lower leaves occurs first, followed by affected leaflets wilting and dying. Browning of the vascular system occurs at a later stage, and plants become stunted and eventually die.",dataset2
3464,How does Fusarium wilt spread and survive in tomato plants?,"The fungus, Fusarium oxysporum f. sp. lycopersici, is both seed-borne and soil-borne. It survives in the soil as chlamydospores or as saprophytically growing mycelium in infected crop debris for more than 10 years. Seedlings raised in infected soil, wind-borne spores, surface drainage water, and agricultural implements contribute to the distribution of the pathogen from field to field.",dataset2
3465,What management strategies can be used to control Fusarium wilt in tomato plants?,Affected plants should be removed and destroyed. Spot drenching with Carbendazim (0.1%) is recommended. Crop rotation with a non-host crop such as cereals can also help manage Fusarium wilt.,dataset2
3466,What are the symptoms of Early Blight in tomato plants?,"Early Blight, caused by Alternaria solani, manifests as small, black lesions mostly on older foliage. These spots enlarge, forming concentric rings in a bull's eye pattern as they grow to one-fourth inch in diameter or larger. Surrounding tissue may turn yellow. In high temperature and humidity, foliage may be killed. Stem lesions resemble leaf lesions and may girdle the plant if near the soil line. Fruit can also be infected, typically through the calyx or stem attachment, with lesions involving nearly the entire fruit and concentric rings present.",dataset2
3467,How does Early Blight spread and survive in tomato plants?,"The pathogen, Alternaria solani, spreads through wind and rain splashes. Under dry conditions, it survives in infected plant debris in the soil for up to three years and can also be seed-borne.",dataset2
3468,What management strategies can be used to control Early Blight in tomato plants?,"Management strategies include removal and destruction of crop debris and practicing crop rotation to minimize disease incidence. Additionally, spraying the crop with Mancozeb 0.2% can provide effective disease control.",dataset2
3469,What are the symptoms of Septoria Leaf Spot in tomato plants?,"Septoria Leaf Spot, caused by Septoria lycopersici, is characterized by numerous, small, grey, circular leaf spots with dark borders.",dataset2
3470,What is the pathogen responsible for Septoria Leaf Spot in tomato plants?,"The pathogen responsible for Septoria Leaf Spot is Septoria lycopersici. Its mycelium is septate, branched, initially hyaline, but darkens with age. Pycnidia are erumpent, and pycnidiospores are filiform, hyaline, and septate.",dataset2
3471,How does Septoria Leaf Spot spread and survive in tomato plants?,"Septoria lycopersici spreads via wind, rain splashes, insects, and on the hands and clothing of tomato pickers. It survives from one season to the next on infested crop debris and solanaceous weeds, as well as on or in the seed.",dataset2
3472,What management strategies can be used to control Septoria Leaf Spot in tomato plants?,"Management strategies include removal and destruction of affected plant parts, seed treatment with Thiram or Dithane M-45 (2 g/kg seed) to check seed-borne infection, and field spraying with Mancozeb 0.2% for effective disease control.",dataset2
3473,What are the symptoms of Bacterial Wilt in tomato plants?,"Characteristic symptoms include rapid and complete wilting of normal, grown-up plants, with lower leaves dropping before wilting. In advanced cases, the pathogen may invade the cortex and pith, causing yellow-brown discoloration of tissues. When infected plant parts are cut and immersed in clear water, a white streak of bacterial ooze is seen coming out from cut ends.",dataset2
3474,What is the pathogen responsible for Bacterial Wilt in tomato plants?,"The pathogen is Burkholderia solanacearum, a gram-negative, rod-shaped bacterium that often occurs in pairs. It is motile, with 1–4 flagella, and its optimum temperature for growth is 30-37˚C.",dataset2
3475,How does Bacterial Wilt spread and survive in tomato plants?,"The bacterium survives in soil and spreads through irrigation water and by transplanting infected seedlings. It can survive for up to 3 years in fallow land and indefinitely in cultivated land. Alternative hosts such as chili, eggplant, groundnut, potato, and tobacco help it survive between tomato crops.",dataset2
